"death","pm10tmean","date","tmpd","dptp","dow"
213,NA,1996-10-17,67.5,58.75,"Thursday"
171,4.1979867276,1996-10-18,57.666666667,48.458333333,"Friday"
179,NA,1996-10-19,54.5,54.166666667,"Saturday"
142,NA,1996-10-20,52.666666667,45.958333333,"Sunday"
189,NA,1996-10-21,53.166666667,46.041666667,"Monday"
166,NA,1996-10-22,56,49.416666667,"Tuesday"
194,NA,1996-10-23,60.5,61.166666667,"Wednesday"
180,-2.857146607,1996-10-24,60.666666667,43.75,"Thursday"
191,NA,1996-10-25,60.166666667,41.625,"Friday"
188,NA,1996-10-26,56.666666667,46.5,"Saturday"
171,NA,1996-10-27,59.666666667,56.458333333,"Sunday"
195,NA,1996-10-28,57.166666667,39.291666667,"Monday"
146,NA,1996-10-29,53,34.011904762,"Tuesday"
162,5.4500219779,1996-10-30,57.5,54.666666667,"Wednesday"
163,NA,1996-10-31,55.666666667,24,"Thursday"
175,NA,1996-11-01,46.333333333,35.791666667,"Friday"
172,NA,1996-11-02,44,24.708333333,"Saturday"
191,NA,1996-11-03,42.333333333,24.791666667,"Sunday"
200,NA,1996-11-04,46,29.125,"Monday"
193,4.7697124749,1996-11-05,51.5,49.458333333,"Tuesday"
207,NA,1996-11-06,54.833333333,51.625,"Wednesday"
192,NA,1996-11-07,60.333333333,59.125,"Thursday"
181,NA,1996-11-08,63,61.25,"Friday"
176,NA,1996-11-09,55,35.458333333,"Saturday"
160,NA,1996-11-10,44.5,28.541666667,"Sunday"
179,-5.458910223,1996-11-11,38.833333333,26.083333333,"Monday"
160,NA,1996-11-12,38,21.833333333,"Tuesday"
172,NA,1996-11-13,36,16.875,"Wednesday"
206,NA,1996-11-14,35,16.583333333,"Thursday"
196,NA,1996-11-15,32.833333333,14.291666667,"Friday"
171,NA,1996-11-16,35,14.375,"Saturday"
190,9.5156981437,1996-11-17,44.833333333,24.5,"Sunday"
213,NA,1996-11-18,47.5,35.178571429,"Monday"
197,NA,1996-11-19,45.5,32.416666667,"Tuesday"
204,NA,1996-11-20,40.166666667,24.291666667,"Wednesday"
189,NA,1996-11-21,38.666666667,24.416666667,"Thursday"
206,NA,1996-11-22,40.666666667,28.375,"Friday"
195,-4.599145922,1996-11-23,41,25,"Saturday"
204,NA,1996-11-24,42.666666667,28.333333333,"Sunday"
187,NA,1996-11-25,47.666666667,42.75,"Monday"
211,NA,1996-11-26,46.5,31.708333333,"Tuesday"
201,NA,1996-11-27,30.666666667,11.708333333,"Wednesday"
199,NA,1996-11-28,27,20.791666667,"Thursday"
203,0.7506984541,1996-11-29,34.5,24.458333333,"Friday"
186,NA,1996-11-30,40.666666667,37.486111111,"Saturday"
228,NA,1996-12-01,52.5,51.833333333,"Sunday"
228,NA,1996-12-02,48.333333333,25.125,"Monday"
225,NA,1996-12-03,41.5,33.333333333,"Tuesday"
224,NA,1996-12-04,43.333333333,34.833333333,"Wednesday"
216,4.9330315322,1996-12-05,41,34.916666667,"Thursday"
226,NA,1996-12-06,40.833333333,31.75,"Friday"
228,NA,1996-12-07,39.5,38.041666667,"Saturday"
233,NA,1996-12-08,40.666666667,29.583333333,"Sunday"
253,NA,1996-12-09,38.166666667,26.375,"Monday"
252,NA,1996-12-10,37.833333333,26.375,"Tuesday"
219,12.004056854,1996-12-11,42.833333333,41.19047619,"Wednesday"
220,NA,1996-12-12,44.5,43,"Thursday"
211,NA,1996-12-13,43.166666667,37.916666667,"Friday"
226,NA,1996-12-14,40.333333333,37.208333333,"Saturday"
237,NA,1996-12-15,42.166666667,38.625,"Sunday"
223,NA,1996-12-16,43,43.083333333,"Monday"
243,-2.196386433,1996-12-17,49.5,49.291666667,"Tuesday"
222,NA,1996-12-18,50.666666667,46.041666667,"Wednesday"
214,NA,1996-12-19,40.666666667,36.196428571,"Thursday"
199,NA,1996-12-20,26.666666667,7.4583333333,"Friday"
211,NA,1996-12-21,26.333333333,13.166666667,"Saturday"
192,NA,1996-12-22,33,24,"Sunday"
246,9.2219815736,1996-12-23,41,31.791666667,"Monday"
238,NA,1996-12-24,50.833333333,46.125,"Tuesday"
209,NA,1996-12-25,38.5,16.083333333,"Wednesday"
200,NA,1996-12-26,34.833333333,30,"Thursday"
199,NA,1996-12-27,43,28.458333333,"Friday"
210,NA,1996-12-28,43,44.458333333,"Saturday"
205,-0.504843094,1996-12-29,50.833333333,50.708333333,"Sunday"
181,NA,1996-12-30,43.833333333,22.5,"Monday"
205,NA,1996-12-31,26,13.458333333,"Tuesday"
211,NA,1997-01-01,20.333333333,17.041666667,"Wednesday"
229,NA,1997-01-02,36,35.833333333,"Thursday"
231,NA,1997-01-03,51.5,47.708333333,"Friday"
204,0.069325939,1997-01-04,47,39.208333333,"Saturday"
208,NA,1997-01-05,48.833333333,50.708333333,"Sunday"
227,NA,1997-01-06,44.5,21.75,"Monday"
189,NA,1997-01-07,32,11.791666667,"Tuesday"
213,NA,1997-01-08,31.333333333,12.041666667,"Wednesday"
237,NA,1997-01-09,31.833333333,28.5,"Thursday"
219,-2.746706651,1997-01-10,37,18.75,"Friday"
198,NA,1997-01-11,28,6.4166666667,"Saturday"
155,NA,1997-01-12,23,7.3333333333,"Sunday"
206,NA,1997-01-13,26.166666667,16.041666667,"Monday"
199,NA,1997-01-14,27.5,14.25,"Tuesday"
192,NA,1997-01-15,29.666666667,18.083333333,"Wednesday"
246,-3.436504946,1997-01-16,36.333333333,16.333333333,"Thursday"
204,NA,1997-01-17,19,-6.791666667,"Friday"
183,NA,1997-01-18,13.5,-5.25,"Saturday"
171,NA,1997-01-19,12.166666667,-1.166666667,"Sunday"
206,NA,1997-01-20,26,22.041666667,"Monday"
212,NA,1997-01-21,32.666666667,12.5,"Tuesday"
238,-2.617042244,1997-01-22,40.5,42.583333333,"Wednesday"
216,NA,1997-01-23,40.666666667,23.125,"Thursday"
178,NA,1997-01-24,33.833333333,34.166666667,"Friday"
215,NA,1997-01-25,43.333333333,25.791666667,"Saturday"
179,NA,1997-01-26,29.833333333,8.3333333333,"Sunday"
192,NA,1997-01-27,30.666666667,26,"Monday"
179,-10.09578636,1997-01-28,39.666666667,13.333333333,"Tuesday"
186,NA,1997-01-29,27.5,6.6666666667,"Wednesday"
186,NA,1997-01-30,25.166666667,24,"Thursday"
185,NA,1997-01-31,34.166666667,30.791666667,"Friday"
199,NA,1997-02-01,43.833333333,31.583333333,"Saturday"
179,NA,1997-02-02,40.666666667,29.208333333,"Sunday"
190,11.038751512,1997-02-03,42,31.166666667,"Monday"
166,NA,1997-02-04,35.5,32.833333333,"Tuesday"
205,NA,1997-02-05,44.666666667,31.5,"Wednesday"
201,NA,1997-02-06,38.333333333,21.583333333,"Thursday"
183,NA,1997-02-07,36.5,22.113095238,"Friday"
177,NA,1997-02-08,31.333333333,26.392857143,"Saturday"
198,-8.40575778,1997-02-09,31.666666667,9.4583333333,"Sunday"
163,NA,1997-02-10,31.333333333,15.291666667,"Monday"
176,NA,1997-02-11,33,19.375,"Tuesday"
208,NA,1997-02-12,34.333333333,27.333333333,"Wednesday"
173,NA,1997-02-13,29,4.875,"Thursday"
186,NA,1997-02-14,37.666666667,35.791666667,"Friday"
179,-1.163510202,1997-02-15,40.833333333,23.541666667,"Saturday"
185,NA,1997-02-16,32,20.166666667,"Sunday"
175,NA,1997-02-17,29.166666667,12.583333333,"Monday"
161,NA,1997-02-18,43.666666667,31,"Tuesday"
176,NA,1997-02-19,56.166666667,38.875,"Wednesday"
199,NA,1997-02-20,46.666666667,26.666666667,"Thursday"
184,-0.5966282,1997-02-21,48,48.708333333,"Friday"
179,NA,1997-02-22,52.666666667,23.75,"Saturday"
180,NA,1997-02-23,39.5,20.291666667,"Sunday"
180,NA,1997-02-24,37.666666667,10.958333333,"Monday"
176,NA,1997-02-25,26,7.9166666667,"Tuesday"
169,NA,1997-02-26,41.833333333,34.416666667,"Wednesday"
190,-8.008329556,1997-02-27,57.833333333,49.583333333,"Thursday"
184,NA,1997-02-28,52,32.125,"Friday"
193,NA,1997-03-01,41.333333333,40.541666667,"Saturday"
168,NA,1997-03-02,51.333333333,40.708333333,"Sunday"
176,NA,1997-03-03,38,32.041666667,"Monday"
174,NA,1997-03-04,35.666666667,34.875,"Tuesday"
167,4.2536654339,1997-03-05,41,40,"Wednesday"
187,NA,1997-03-06,42.333333333,21.75,"Thursday"
173,NA,1997-03-07,36.333333333,9.25,"Friday"
172,NA,1997-03-08,44.166666667,27.708333333,"Saturday"
189,NA,1997-03-09,31.166666667,18.458333333,"Sunday"
212,NA,1997-03-10,44,24.291666667,"Monday"
200,-5.124158048,1997-03-11,43.333333333,23.75,"Tuesday"
171,NA,1997-03-12,37.333333333,13.416666667,"Wednesday"
155,NA,1997-03-13,32.5,6.5833333333,"Thursday"
181,NA,1997-03-14,40.333333333,47.75,"Friday"
174,NA,1997-03-15,40.833333333,10.916666667,"Saturday"
173,NA,1997-03-16,30.833333333,5.625,"Sunday"
190,-4.594354145,1997-03-17,37,25.875,"Monday"
181,NA,1997-03-18,44.166666667,17.833333333,"Tuesday"
166,NA,1997-03-19,37.833333333,28.75,"Wednesday"
162,NA,1997-03-20,41.666666667,27.5,"Thursday"
206,NA,1997-03-21,42.666666667,36.791666667,"Friday"
193,NA,1997-03-22,46.333333333,19.404761905,"Saturday"
159,-21.99033463,1997-03-23,33.833333333,7.9166666667,"Sunday"
183,NA,1997-03-24,36.833333333,14.136904762,"Monday"
172,NA,1997-03-25,43.833333333,37.083333333,"Tuesday"
181,NA,1997-03-26,50.833333333,24.625,"Wednesday"
187,NA,1997-03-27,53.666666667,36.083333333,"Thursday"
172,NA,1997-03-28,55.333333333,42.333333333,"Friday"
136,7.3588291872,1997-03-29,49.666666667,50.791666667,"Saturday"
179,NA,1997-03-30,58.5,41.083333333,"Sunday"
156,NA,1997-03-31,44.333333333,33.875,"Monday"
170,NA,1997-04-01,42.333333333,17.791666667,"Tuesday"
186,NA,1997-04-02,50,16.125,"Wednesday"
187,NA,1997-04-03,50.666666667,35.982142857,"Thursday"
176,-5.241723467,1997-04-04,61.5,27.708333333,"Friday"
172,NA,1997-04-05,51.5,34.666666667,"Saturday"
173,NA,1997-04-06,55.333333333,54.458333333,"Sunday"
169,NA,1997-04-07,64.166666667,19.208333333,"Monday"
161,NA,1997-04-08,49.666666667,19.041666667,"Tuesday"
174,NA,1997-04-09,35.666666667,5.9583333333,"Wednesday"
179,-13.64322764,1997-04-10,38.833333333,11.083333333,"Thursday"
176,NA,1997-04-11,44.666666667,28.291666667,"Friday"
180,NA,1997-04-12,47.166666667,49.5,"Saturday"
173,NA,1997-04-13,58,33.5,"Sunday"
180,NA,1997-04-14,48.666666667,19.333333333,"Monday"
173,NA,1997-04-15,46.666666667,29.291666667,"Tuesday"
181,4.1767857143,1997-04-16,53.666666667,38.833333333,"Wednesday"
158,NA,1997-04-17,50.5,47.625,"Thursday"
176,NA,1997-04-18,41.333333333,34.916666667,"Friday"
188,NA,1997-04-19,45.333333333,38.625,"Saturday"
149,NA,1997-04-20,48.833333333,37.583333333,"Sunday"
200,NA,1997-04-21,51.166666667,40.291666667,"Monday"
154,3.4367767146,1997-04-22,53.333333333,38.791666667,"Tuesday"
179,NA,1997-04-23,54,39.208333333,"Wednesday"
179,NA,1997-04-24,49.833333333,35.166666667,"Thursday"
168,NA,1997-04-25,53,38.916666667,"Friday"
172,NA,1997-04-26,58.333333333,28.291666667,"Saturday"
148,NA,1997-04-27,56.333333333,40.541666667,"Sunday"
148,-8.093103087,1997-04-28,55.666666667,45.291666667,"Monday"
188,NA,1997-04-29,59.5,36.875,"Tuesday"
181,NA,1997-04-30,60.166666667,43.666666667,"Wednesday"
178,NA,1997-05-01,59.5,49.875,"Thursday"
169,NA,1997-05-02,57.166666667,32.541666667,"Friday"
161,NA,1997-05-03,56.666666667,56.944444444,"Saturday"
180,-16.26271059,1997-05-04,56.5,29.708333333,"Sunday"
182,NA,1997-05-05,56.333333333,40.333333333,"Monday"
180,NA,1997-05-06,57.5,35.416666667,"Tuesday"
136,NA,1997-05-07,49.5,20.833333333,"Wednesday"
175,NA,1997-05-08,54.166666667,35.416666667,"Thursday"
164,NA,1997-05-09,53,53.375,"Friday"
183,-16.0787146,1997-05-10,56,39.166666667,"Saturday"
170,NA,1997-05-11,58.333333333,34.5,"Sunday"
178,NA,1997-05-12,64.333333333,49.958333333,"Monday"
179,NA,1997-05-13,58.5,44.958333333,"Tuesday"
184,NA,1997-05-14,58.166666667,49.291666667,"Wednesday"
157,NA,1997-05-15,63.333333333,38.291666667,"Thursday"
185,-10.13401848,1997-05-16,56.5,37.166666667,"Friday"
161,NA,1997-05-17,57.5,45.208333333,"Saturday"
162,NA,1997-05-18,56,41.583333333,"Sunday"
152,NA,1997-05-19,67,60.916666667,"Monday"
165,NA,1997-05-20,63,34.416666667,"Tuesday"
157,NA,1997-05-21,55.833333333,33.833333333,"Wednesday"
144,-12.40001279,1997-05-22,55.5,34.25,"Thursday"
177,NA,1997-05-23,61,40.625,"Friday"
205,NA,1997-05-24,62.833333333,50.791666667,"Saturday"
178,NA,1997-05-25,61.166666667,59.666666667,"Sunday"
177,NA,1997-05-26,63.5,35.041666667,"Monday"
153,NA,1997-05-27,56.5,43.875,"Tuesday"
168,-7.944528317,1997-05-28,61,43.5,"Wednesday"
162,NA,1997-05-29,60.166666667,45.5,"Thursday"
154,NA,1997-05-30,61.166666667,57.5,"Friday"
147,NA,1997-05-31,65.333333333,62.666666667,"Saturday"
178,NA,1997-06-01,67,60.708333333,"Sunday"
151,NA,1997-06-02,57.5,51.75,"Monday"
172,-11.4546762,1997-06-03,55.666666667,45.208333333,"Tuesday"
157,NA,1997-06-04,59.666666667,49.291666667,"Wednesday"
167,NA,1997-06-05,62,48.708333333,"Thursday"
168,NA,1997-06-06,59.333333333,48.458333333,"Friday"
138,NA,1997-06-07,58.666666667,47.333333333,"Saturday"
154,NA,1997-06-08,60.666666667,46.208333333,"Sunday"
171,-1.680389874,1997-06-09,64.5,50.708333333,"Monday"
159,NA,1997-06-10,74.166666667,56.666666667,"Tuesday"
192,NA,1997-06-11,79.333333333,56.125,"Wednesday"
204,NA,1997-06-12,77.666666667,60.958333333,"Thursday"
171,NA,1997-06-13,71.666666667,66.208333333,"Friday"
149,NA,1997-06-14,72.833333333,48.083333333,"Saturday"
155,-12.99217971,1997-06-15,65.666666667,44.791666667,"Sunday"
167,NA,1997-06-16,64.5,51.416666667,"Monday"
133,NA,1997-06-17,64.5,59.416666667,"Tuesday"
144,NA,1997-06-18,65.666666667,64.5,"Wednesday"
157,NA,1997-06-19,73.833333333,60.333333333,"Thursday"
167,NA,1997-06-20,75.666666667,63.708333333,"Friday"
166,25.068219132,1997-06-21,80,69.541666667,"Saturday"
153,NA,1997-06-22,82.333333333,65.333333333,"Sunday"
190,NA,1997-06-23,78.333333333,54.291666667,"Monday"
163,NA,1997-06-24,74.5,65.583333333,"Tuesday"
177,NA,1997-06-25,81.5,69.291666667,"Wednesday"
185,NA,1997-06-26,81.166666667,64.833333333,"Thursday"
173,-6.236926222,1997-06-27,77,50.333333333,"Friday"
167,NA,1997-06-28,75,53.666666667,"Saturday"
148,NA,1997-06-29,78.5,58.208333333,"Sunday"
171,NA,1997-06-30,78.666666667,63.166666667,"Monday"
144,NA,1997-07-01,75.666666667,65.166666667,"Tuesday"
169,NA,1997-07-02,73,70.125,"Wednesday"
165,-1.409666239,1997-07-03,75.5,71.458333333,"Thursday"
150,NA,1997-07-04,79.166666667,56.208333333,"Friday"
132,NA,1997-07-05,72.166666667,54.625,"Saturday"
150,NA,1997-07-06,74.166666667,60.083333333,"Sunday"
155,NA,1997-07-07,75.166666667,64.916666667,"Monday"
166,NA,1997-07-08,75.333333333,65.708333333,"Tuesday"
167,12.646988698,1997-07-09,76.5,68.083333333,"Wednesday"
155,NA,1997-07-10,72.5,56.041666667,"Thursday"
171,NA,1997-07-11,74.5,56.958333333,"Friday"
152,NA,1997-07-12,78,58.875,"Saturday"
153,NA,1997-07-13,81.166666667,64.666666667,"Sunday"
173,NA,1997-07-14,83.666666667,65.708333333,"Monday"
178,56.177157883,1997-07-15,85.666666667,70.583333333,"Tuesday"
204,NA,1997-07-16,79.166666667,73.458333333,"Wednesday"
176,NA,1997-07-17,84,66.375,"Thursday"
179,NA,1997-07-18,80.833333333,68.666666667,"Friday"
152,NA,1997-07-19,74,49.583333333,"Saturday"
157,NA,1997-07-20,68.833333333,55.416666667,"Sunday"
153,5.9489169109,1997-07-21,73.666666667,70.875,"Monday"
170,NA,1997-07-22,71.5,61.541666667,"Tuesday"
126,NA,1997-07-23,72.166666667,57.208333333,"Wednesday"
159,NA,1997-07-24,63.333333333,58.791666667,"Thursday"
163,NA,1997-07-25,69.833333333,58.5,"Friday"
151,NA,1997-07-26,73.833333333,60.416666667,"Saturday"
155,27.91041411,1997-07-27,77.833333333,73.583333333,"Sunday"
153,NA,1997-07-28,80.833333333,68.375,"Monday"
147,NA,1997-07-29,75.666666667,44,"Tuesday"
156,NA,1997-07-30,72,53.291666667,"Wednesday"
146,NA,1997-07-31,75.833333333,59.625,"Thursday"
154,NA,1997-08-01,78.666666667,60.958333333,"Friday"
160,20.618637351,1997-08-02,80,65.708333333,"Saturday"
180,NA,1997-08-03,80.666666667,66.833333333,"Sunday"
173,NA,1997-08-04,72.5,66.75,"Monday"
164,NA,1997-08-05,70.666666667,61.416666667,"Tuesday"
157,NA,1997-08-06,69.333333333,55.625,"Wednesday"
135,NA,1997-08-07,72,53.708333333,"Thursday"
153,8.6703971153,1997-08-08,72.166666667,56.5,"Friday"
133,NA,1997-08-09,77.5,62.416666667,"Saturday"
178,NA,1997-08-10,77,65.875,"Sunday"
149,NA,1997-08-11,76,66.625,"Monday"
151,NA,1997-08-12,76,66.416666667,"Tuesday"
167,NA,1997-08-13,75.666666667,73.5,"Wednesday"
136,1.3327832555,1997-08-14,75.833333333,67.208333333,"Thursday"
138,NA,1997-08-15,75.666666667,70,"Friday"
160,NA,1997-08-16,83.833333333,68.083333333,"Saturday"
150,NA,1997-08-17,82,70.666666667,"Sunday"
161,NA,1997-08-18,70.166666667,56.041666667,"Monday"
146,NA,1997-08-19,69.166666667,52.458333333,"Tuesday"
160,-6.430210782,1997-08-20,66.333333333,59.416666667,"Wednesday"
144,NA,1997-08-21,66.5,62.291666667,"Thursday"
132,NA,1997-08-22,70.166666667,59.958333333,"Friday"
150,NA,1997-08-23,69,54.5,"Saturday"
135,NA,1997-08-24,69.5,55.208333333,"Sunday"
163,NA,1997-08-25,71.333333333,58.916666667,"Monday"
161,5.9550895144,1997-08-26,71.833333333,60.25,"Tuesday"
159,NA,1997-08-27,72.333333333,60.541666667,"Wednesday"
143,NA,1997-08-28,68.333333333,66.708333333,"Thursday"
154,NA,1997-08-29,72.333333333,62,"Friday"
158,NA,1997-08-30,71.833333333,63.125,"Saturday"
132,NA,1997-08-31,73.833333333,65.458333333,"Sunday"
174,6.0287318615,1997-09-01,75.166666667,70.416666667,"Monday"
156,NA,1997-09-02,76.833333333,71.291666667,"Tuesday"
158,NA,1997-09-03,66.5,43.5,"Wednesday"
148,NA,1997-09-04,61.666666667,40.791666667,"Thursday"
133,NA,1997-09-05,66.5,48.208333333,"Friday"
195,NA,1997-09-06,70.666666667,58.625,"Saturday"
192,13.779957542,1997-09-07,72.833333333,63.916666667,"Sunday"
168,NA,1997-09-08,70,62.958333333,"Monday"
164,NA,1997-09-09,67.333333333,59.25,"Tuesday"
156,NA,1997-09-10,66.333333333,63,"Wednesday"
181,NA,1997-09-11,71.833333333,70.083333333,"Thursday"
148,NA,1997-09-12,74.166666667,64.708333333,"Friday"
183,3.6788526618,1997-09-13,71.833333333,59.916666667,"Saturday"
163,NA,1997-09-14,72.666666667,57.791666667,"Sunday"
158,NA,1997-09-15,72.5,57.708333333,"Monday"
166,NA,1997-09-16,74.166666667,59.75,"Tuesday"
161,NA,1997-09-17,69.333333333,66.708333333,"Wednesday"
165,NA,1997-09-18,74.5,55.375,"Thursday"
170,10.228418152,1997-09-19,72.5,59.25,"Friday"
140,NA,1997-09-20,71.5,58.25,"Saturday"
160,NA,1997-09-21,59.333333333,39,"Sunday"
149,NA,1997-09-22,58.5,48.333333333,"Monday"
154,NA,1997-09-23,62.5,51.916666667,"Tuesday"
167,NA,1997-09-24,55.666666667,38.125,"Wednesday"
154,-2.302258141,1997-09-25,59.166666667,53.541666667,"Thursday"
162,NA,1997-09-26,65.833333333,48,"Friday"
143,NA,1997-09-27,58.333333333,53.458333333,"Saturday"
157,NA,1997-09-28,63.333333333,59.916666667,"Sunday"
194,NA,1997-09-29,68.833333333,50.208333333,"Monday"
145,NA,1997-09-30,67.333333333,51.875,"Tuesday"
159,-13.70936944,1997-10-01,54.5,32.625,"Wednesday"
137,NA,1997-10-02,52.333333333,38.916666667,"Thursday"
135,NA,1997-10-03,59.333333333,52.75,"Friday"
187,NA,1997-10-04,64.5,60.541666667,"Saturday"
157,NA,1997-10-05,70.666666667,62.833333333,"Sunday"
190,NA,1997-10-06,74.333333333,59.125,"Monday"
169,1.1944701086,1997-10-07,71,52.708333333,"Tuesday"
171,NA,1997-10-08,66.833333333,59.833333333,"Wednesday"
156,NA,1997-10-09,67.666666667,66.125,"Thursday"
175,NA,1997-10-10,74.166666667,45.875,"Friday"
169,NA,1997-10-11,61,39.083333333,"Saturday"
159,NA,1997-10-12,59.333333333,48.916666667,"Sunday"
170,-2.567760432,1997-10-13,60.5,56.541666667,"Monday"
192,NA,1997-10-14,63.666666667,58.375,"Tuesday"
163,NA,1997-10-15,58.333333333,52.416666667,"Wednesday"
168,NA,1997-10-16,54.333333333,47,"Thursday"
138,NA,1997-10-17,53.5,37.75,"Friday"
150,NA,1997-10-18,55,42.541666667,"Saturday"
149,-4.649233261,1997-10-19,53.666666667,44.208333333,"Sunday"
169,NA,1997-10-20,56.166666667,41.291666667,"Monday"
170,NA,1997-10-21,52,33.916666667,"Tuesday"
178,NA,1997-10-22,48.166666667,23.291666667,"Wednesday"
162,NA,1997-10-23,44.833333333,26.541666667,"Thursday"
163,NA,1997-10-24,52.333333333,38.458333333,"Friday"
189,-5.555356367,1997-10-25,49.5,43.416666667,"Saturday"
171,NA,1997-10-26,45.666666667,48,"Sunday"
167,NA,1997-10-27,55.666666667,36.708333333,"Monday"
155,NA,1997-10-28,47.5,29.458333333,"Tuesday"
171,NA,1997-10-29,48.666666667,32.541666667,"Wednesday"
192,NA,1997-10-30,54,45.208333333,"Thursday"
149,15.31224912,1997-10-31,55.333333333,56.541666667,"Friday"
185,NA,1997-11-01,61.166666667,60,"Saturday"
163,NA,1997-11-02,56.166666667,47.291666667,"Sunday"
159,NA,1997-11-03,55.166666667,50,"Monday"
175,NA,1997-11-04,54.333333333,35.875,"Tuesday"
141,NA,1997-11-05,49,39.416666667,"Wednesday"
184,-0.838163518,1997-11-06,50.166666667,38.291666667,"Thursday"
166,NA,1997-11-07,52.5,43.791666667,"Friday"
182,NA,1997-11-08,48.5,45.541666667,"Saturday"
171,NA,1997-11-09,48,45.791666667,"Sunday"
172,NA,1997-11-10,49,34.333333333,"Monday"
150,NA,1997-11-11,47,26,"Tuesday"
195,-9.09381729,1997-11-12,44.166666667,21.75,"Wednesday"
186,NA,1997-11-13,38.666666667,18.958333333,"Thursday"
171,NA,1997-11-14,35.833333333,32.666666667,"Friday"
194,NA,1997-11-15,34.833333333,25.916666667,"Saturday"
165,NA,1997-11-16,35.5,17.583333333,"Sunday"
179,NA,1997-11-17,35.666666667,22.041666667,"Monday"
162,3.5141669332,1997-11-18,37,22.208333333,"Tuesday"
165,NA,1997-11-19,40.166666667,28.5,"Wednesday"
144,NA,1997-11-20,44.833333333,28.125,"Thursday"
161,NA,1997-11-21,47.666666667,36.416666667,"Friday"
156,NA,1997-11-22,43.333333333,37.875,"Saturday"
188,NA,1997-11-23,40.333333333,37.083333333,"Sunday"
195,-7.457821421,1997-11-24,36.166666667,16.875,"Monday"
173,NA,1997-11-25,34.666666667,21.375,"Tuesday"
176,NA,1997-11-26,46.666666667,37.125,"Wednesday"
195,NA,1997-11-27,45.166666667,21.375,"Thursday"
150,NA,1997-11-28,44.5,39.833333333,"Friday"
187,NA,1997-11-29,47.166666667,29.541666667,"Saturday"
159,2.5807573947,1997-11-30,44.833333333,41.041666667,"Sunday"
188,NA,1997-12-01,40.333333333,20.625,"Monday"
177,NA,1997-12-02,38.5,21.75,"Tuesday"
176,NA,1997-12-03,41.833333333,27.583333333,"Wednesday"
166,NA,1997-12-04,46.5,44.476190476,"Thursday"
196,NA,1997-12-05,42,31.041666667,"Friday"
187,-10.63165686,1997-12-06,35,19.541666667,"Saturday"
169,NA,1997-12-07,35.833333333,25.583333333,"Sunday"
181,NA,1997-12-08,40,25.333333333,"Monday"
193,NA,1997-12-09,36.166666667,28.041666667,"Tuesday"
202,NA,1997-12-10,38.333333333,34.291666667,"Wednesday"
185,NA,1997-12-11,34.166666667,27.625,"Thursday"
193,2.6926886792,1997-12-12,36.5,32.791666667,"Friday"
185,NA,1997-12-13,36.333333333,23.875,"Saturday"
183,NA,1997-12-14,36.166666667,9.1666666667,"Sunday"
195,NA,1997-12-15,33.666666667,24.708333333,"Monday"
185,NA,1997-12-16,44,24.375,"Tuesday"
174,NA,1997-12-17,45.666666667,28.458333333,"Wednesday"
180,2.4630517787,1997-12-18,39.833333333,26.958333333,"Thursday"
159,NA,1997-12-19,44.666666667,31.166666667,"Friday"
209,NA,1997-12-20,44.166666667,29.583333333,"Saturday"
164,NA,1997-12-21,34.333333333,12.416666667,"Sunday"
186,NA,1997-12-22,30.5,26.958333333,"Monday"
194,NA,1997-12-23,37.5,33.583333333,"Tuesday"
188,-4.41488359,1997-12-24,38.833333333,28.833333333,"Wednesday"
193,NA,1997-12-25,43.833333333,39.541666667,"Thursday"
206,NA,1997-12-26,44.5,29.166666667,"Friday"
196,NA,1997-12-27,37,32.291666667,"Saturday"
184,NA,1997-12-28,35.166666667,17.833333333,"Sunday"
236,NA,1997-12-29,36,42.416666667,"Monday"
212,-10.93120001,1997-12-30,37.166666667,26.613095238,"Tuesday"
178,NA,1997-12-31,26.666666667,4.25,"Wednesday"
204,NA,1998-01-01,22.666666667,6.6333333333,"Thursday"
195,NA,1998-01-02,39.666666667,22.266666667,"Friday"
203,NA,1998-01-03,51.666666667,28.066666667,"Saturday"
242,NA,1998-01-04,52.666666667,39.266666667,"Sunday"
220,15.612863482,1998-01-05,44.666666667,41.466666667,"Monday"
225,NA,1998-01-06,50.333333333,50.933333333,"Tuesday"
207,NA,1998-01-07,49.333333333,47.333333333,"Wednesday"
242,NA,1998-01-08,52.333333333,52.8,"Thursday"
228,NA,1998-01-09,53.333333333,47.9,"Friday"
211,NA,1998-01-10,44.666666667,30.6,"Saturday"
199,-8.787369504,1998-01-11,44.333333333,24.333333333,"Sunday"
208,NA,1998-01-12,36.333333333,21.95,"Monday"
196,NA,1998-01-13,41.333333333,33.75,"Tuesday"
201,NA,1998-01-14,29,9.6333333333,"Wednesday"
206,NA,1998-01-15,34.333333333,27.133333333,"Thursday"
197,NA,1998-01-16,37,32.333333333,"Friday"
218,-11.94248386,1998-01-17,36,26.166666667,"Saturday"
183,NA,1998-01-18,34.333333333,30.333333333,"Sunday"
203,NA,1998-01-19,36,29.733333333,"Monday"
209,NA,1998-01-20,35.333333333,24.3,"Tuesday"
193,NA,1998-01-21,34.333333333,20.1,"Wednesday"
189,NA,1998-01-22,33.333333333,19.4,"Thursday"
188,-10.02821196,1998-01-23,40.333333333,34.033333333,"Friday"
182,NA,1998-01-24,41.333333333,36.533333333,"Saturday"
193,NA,1998-01-25,36.666666667,24.033333333,"Sunday"
192,NA,1998-01-26,37,21.8,"Monday"
